mysql> SELECT FS_ID,MEM_ID,SUM(INCOME1)+SUM(INCOME2)+SUM(INCOME3)+SUM(INCOME4) AS CY ,COUNT(MEM_ID)AS MONTHS_COUNT FROM INCOME GROUP BY FS_ID,MEM_ID ;
+-------+--------+-------+--------------+
| FS_ID | MEM_ID | CY    | MONTHS_COUNT |
|  1270 |      5 |  1470 |            3 |
|  1271 |      1 |  3228 |            3 |
|  1271 |      2 |  2388 |            3 |
|  1274 |      1 |  2316 |            3 |
|  1278 |      1 |  3546 |            3 |
|  1278 |      2 |  2898 |            3 |
|  1279 |      1 |  2163 |            3 |
|  1280 |      1 |  4131 |            3 |
|  1280 |      2 |  1695 |            3 |
|  1281 |      1 |  2706 |            3 |
|  1281 |      2 |  2484 |            3 |
|  1281 |      3 |  1776 |            3 |
|  1283 |      1 |  4200 |            3 |
|  1283 |      2 |     0 |            3 |
|  1283 |      3 |  1515 |            3 |
|  1283 |      4 |  1230 |            3 |
|  1285 |      1 |  2478 |            3 |
|  1285 |      2 |   903 |            3 |
|  1285 |      3 |     0 |            3 |
|  1285 |      4 |   600 |            3 |
|  1286 |      1 |  2742 |            3 |
|  1286 |      2 |  2034 |            3 |
|  1286 |      3 |     0 |            3 |
|  1287 |      1 |  1797 |            3 |
|  1288 |      1 |  1918 |            3 |
|  1289 |      1 |  1800 |            3 |
|  1294 |      1 |  2421 |            3 |
|  1297 |      1 |     0 |            3 |
|  1297 |      2 |  1165 |            3 |
|  1297 |      3 |   675 |            3 |
|  1300 |      1 |  6500 |            3 |
|  1301 |      1 |  2097 |            3 |
|  1301 |      2 |  1662 |            3 |
|  1302 |      1 |  2064 |            3 |
|  1303 |      1 |   870 |            3 |
|  1303 |      2 |     0 |            3 |
|  1303 |      3 |     0 |            3 |
|  1303 |      4 |  1128 |            3 |
|  1303 |      5 |   903 |            3 |
|  1304 |      1 |  2094 |            3 |
|  1304 |      2 |   888 |            3 |
|  1306 |      1 |  3945 |            3 |
|  1306 |      3 |  1452 |            3 |
|  1308 |      1 |  3051 |            3 |
|  1308 |      3 |  2307 |            3 |
|  1308 |      4 |  1971 |            3 |
|  1310 |      1 | 12246 |            3 |
|  1312 |      1 |  4500 |            3 |
|  1312 |      2 |     0 |            3 |
|  1312 |      3 |  4170 |            3 |
|  1312 |      4 |  4635 |            3 |
|  1313 |      1 |  5400 |            3 |
|  1313 |      2 |  4512 |            3 |
|  1313 |      3 |  3957 |            3 |
|  1314 |      1 |  6000 |            3 |
|  1315 |      1 |  4956 |            3 |
|  1315 |      2 |  3666 |            3 |
|  1316 |      1 |  6000 |            3 |
|  1316 |      3 |  5562 |            3 |
|  1316 |      4 |  3921 |            3 |
|  1316 |      5 |  4386 |            3 |
|  1319 |      1 |  3750 |            3 |
|  1319 |      3 |  1854 |            3 |
|  1320 |      1 |  5400 |            3 |
|  1320 |      2 |     0 |            3 |
|  1320 |      3 |  7542 |            3 |
|  1321 |      1 |  5700 |            3 |
|  1321 |      2 |  4080 |            3 |
|  1321 |      3 |  3561 |            3 |
|  1322 |      1 | 11043 |            3 |
|  1322 |      2 |  4182 |            3 |
|  1323 |      1 | 11100 |            3 |
|  1323 |      2 |     0 |            3 |
|  1323 |      3 |  5127 |            3 |
|  1323 |      4 |  3837 |            3 |
|  1323 |      7 |  5373 |            3 |
|  1324 |      1 |  5322 |            3 |
|  1325 |      1 | 13143 |            3 |
|  1325 |      2 |  4440 |            3 |
|  1326 |      1 |  1500 |            3 |
|  1327 |      1 | 11949 |            3 |
|  1327 |      2 |  4872 |            3 |
|  1327 |      3 |  4878 |            3 |
|  1328 |      1 | 10815 |            3 |
|  1328 |      2 |  3867 |            3 |
|  1329 |      1 |  6300 |            3 |
|  1329 |      3 |  4347 |            3 |
|  1330 |      1 |  3600 |            3 |
|  1330 |      2 |  2634 |            3 |
|  1330 |      5 |  2913 |            3 |
|  1332 |      1 |  3000 |            3 |
|  1333 |      1 | 14352 |            3 |
|  1336 |      1 | 10503 |            3 |
|  1336 |      2 |  4587 |            3 |
|  1337 |      1 |  8520 |            3 |
|  1338 |      1 |  6000 |            3 |
|  1339 |      1 |  5250 |            3 |
|  1339 |      4 |  4422 |            3 |
|  1339 |     10 |  3903 |            3 |
|  1340 |      1 |  5100 |            3 |
|  1340 |      2 |  4815 |            3 |
|  1340 |      3 |  3252 |            3 |
|  1341 |      1 |  9528 |            3 |
|  1341 |      2 |  3519 |            3 |
|  1342 |      1 |  5700 |            3 |
|  1343 |      1 |  9006 |            3 |
|  1343 |      2 |  2898 |            3 |
|  1344 |      1 |  4698 |            3 |
|  1344 |      2 |  3600 |            3 |
|  1347 |      1 |  3450 |            3 |
|  1347 |      2 |  3789 |            3 |
|  1347 |      3 |  3345 |            3 |
|  1347 |      4 |  3897 |            3 |
|  1347 |      5 |  2496 |            3 |
|  1347 |      6 |  2535 |            3 |
|  1348 |      1 | 12891 |            3 |
|  1348 |      2 |  7287 |            3 |
|  1349 |      1 |  3600 |            3 |
|  1349 |      2 |  3747 |            3 |
|  1349 |      3 |  3456 |            3 |
|  1351 |      1 |  6000 |            3 |
|  1351 |      2 |  7374 |            3 |
|  1351 |      3 |  4392 |            3 |
|  1352 |      1 |  9852 |            3 |
|  1352 |      2 |     0 |            3 |
|  1353 |      1 | 11112 |            3 |
|  1353 |      2 |     0 |            3 |
|  1354 |      1 |  9951 |            3 |
|  1354 |      2 |  3501 |            3 |
|  1354 |      3 |     0 |            3 |
|  1355 |      1 | 13356 |            3 |
|  1355 |      2 |     0 |            3 |
|  1355 |      3 |     0 |            3 |
|  1355 |      4 |     0 |            3 |
|  1355 |      5 |     0 |            3 |
|  1355 |      6 |     0 |            3 |
|  1355 |      7 |     0 |            3 |
|  1355 |      8 |     0 |            3 |
|  1355 |      9 |     0 |            3 |
|  1356 |      1 |  4200 |            3 |
|  1356 |      2 |     0 |            3 |
|  1356 |      3 |  3000 |            3 |
|  1357 |      1 | 10887 |            3 |
|  1357 |      2 |  4566 |            3 |
|  1358 |      1 | 17811 |            3 |
|  1358 |      2 |     0 |            3 |
|  1358 |      3 |  4776 |            3 |
|  1359 |      1 | 10400 |            3 |
|  1359 |      2 |     0 |            3 |
|  1360 |      1 |  4800 |            3 |
|  1360 |      2 |  2853 |            3 |
|  1361 |      1 |  4161 |            3 |
|  1361 |      2 |  4710 |            3 |
|  1362 |      1 |     0 |            3 |
|  1362 |      2 |  2196 |            3 |
|  1363 |      1 |  8712 |            3 |
|  1363 |      2 |  4536 |            3 |
|  1364 |      1 |  3600 |            3 |
|  1364 |      2 |     0 |            3 |
|  1364 |      3 |     0 |            3 |
|  1365 |      1 |  9150 |            3 |
|  1365 |      2 |  5739 |            3 |
|  1365 |      3 |     0 |            3 |
|  1366 |      1 |  9420 |            3 |
|  1366 |      2 |  4038 |            3 |
|  1368 |      1 |  9000 |            3 |
|  1368 |      2 |  4236 |            3 |
|  1368 |      3 |     0 |            3 |
|  1368 |      4 |     0 |            3 |
|  1371 |      1 |  5700 |            3 |
|  1371 |      2 |     0 |            3 |
|  1371 |      3 |  3960 |            3 |
|  1371 |      4 |  3621 |            3 |
|  1371 |      5 |  3573 |            3 |
|  1372 |      1 |  6000 |            3 |
|  1372 |      2 |  5649 |            3 |
|  1372 |      3 |  5463 |            3 |
|  1373 |      1 | 14232 |            3 |
|  1373 |      2 |     0 |            3 |
|  1373 |      3 |  6354 |            3 |
|  1373 |      4 |  4026 |            3 |
|  1373 |      5 |  4200 |            3 |
|  1373 |      6 |  3543 |            3 |
|  1374 |      1 |  7800 |            3 |
|  1374 |      2 |     0 |            3 |
|  1374 |      3 |     0 |            3 |
|  1375 |      1 | 11259 |            3 |
|  1375 |      2 |  3531 |            3 |
|  1375 |      3 |     0 |            3 |
|  1375 |      4 |     0 |            3 |
|  1375 |      5 |     0 |            3 |
|  1375 |      6 |     0 |            3 |
|  1375 |      7 |     0 |            3 |
|  1375 |      8 |     0 |            3 |
|  1376 |      1 | 10281 |            3 |
|  1376 |      2 |  4029 |            3 |
|  1379 |      1 | 12489 |            3 |
|  1379 |      2 |     0 |            3 |
|  1379 |      3 |     0 |            3 |
|  1379 |      4 |     0 |            3 |
|  1380 |      1 | 13500 |            3 |
|  1380 |      2 |  6315 |            3 |
|  1380 |      3 |     0 |            3 |
|  1380 |      4 |     0 |            3 |
|  1381 |      1 |  6000 |            3 |
|  1382 |      1 | 24000 |            3 |
|  1383 |      1 |  7500 |            3 |
|  1383 |      3 |  5688 |            3 |
|  1383 |      4 |  4188 |            3 |
|  1383 |      5 |  5025 |            3 |
|  1384 |      1 |  9000 |            3 |
|  1384 |      2 |  4560 |            3 |
|  1384 |      3 |  4599 |            3 |
|  1384 |      4 |  4458 |            3 |
|  1384 |      5 |  4242 |            3 |
|  1384 |      6 |  3279 |            3 |
|  1385 |      1 |  7500 |            3 |
|  1385 |      3 |  5238 |            3 |
|  1385 |      4 |  4686 |            3 |
|  1385 |      5 |  3921 |            3 |
|  1385 |      6 |  2958 |            3 |
|  1385 |      7 |  2781 |            3 |
|  1386 |      1 |  6000 |            3 |
|  1387 |      1 |  7500 |            3 |
|  1387 |      3 |  4677 |            3 |
|  1387 |      4 |  3942 |            3 |
|  1389 |      1 |  9216 |            3 |
|  1389 |      2 |  4425 |            3 |
|  1391 |      1 |  7521 |            3 |
|  1391 |      2 |  4029 |            3 |
|  1392 |      1 |  9300 |            3 |
|  1392 |      2 |     0 |            3 |
|  1393 |      1 |  4500 |            3 |
|  1393 |      2 |     0 |            3 |
|  1393 |      3 |  4137 |            3 |
|  1393 |      4 |  3546 |            3 |
|  1394 |      1 |  8049 |            3 |
|  1396 |      1 | 12243 |            3 |
|  1396 |      2 |  7500 |            3 |
|  1396 |      3 |  4248 |            3 |
|  1396 |      4 |  2886 |            3 |
|  1398 |      1 | 11670 |            3 |
|  1398 |      2 |  4152 |            3 |
|  1398 |      4 |  4428 |            3 |
|  1399 |      1 |  6915 |            3 |
|  1399 |      2 |  3702 |            3 |
|  1400 |      1 | 12921 |            3 |
|  1400 |      2 |  5967 |            3 |
|  1402 |      1 |  9591 |            3 |
|  1405 |      1 | 12297 |            3 |
|  1405 |      2 |     0 |            3 |
|  1406 |      1 | 13899 |            3 |
|  1406 |      2 |     0 |            3 |
|  1407 |      1 | 13824 |            3 |
|  1408 |      1 |  4236 |            3 |
|  1408 |      2 |  3495 |            3 |
|  1409 |      1 | 10560 |            3 |
|  1409 |      2 |  4011 |            3 |
|  1410 |      1 |  5700 |            3 |
|  1410 |      2 |  4218 |            3 |
|  1411 |      1 | 10935 |            3 |
|  1411 |      2 |  3153 |            3 |
|  1412 |      1 |  6000 |            3 |
|  1412 |      2 |     0 |            3 |
|  1414 |      1 | 11709 |            3 |
|  1414 |      2 |  4152 |            3 |
|  1416 |      1 |  9927 |            3 |
|  1416 |      2 |  3681 |            3 |
|  1417 |      1 |  7500 |            3 |
|  1417 |      2 |     0 |            3 |
|  1417 |      3 |     0 |            3 |
|  1418 |      1 |     0 |            3 |
|  1418 |      2 |     0 |            3 |
|  1418 |      3 |     0 |            3 |
|  1418 |      4 |     0 |            3 |
|  1419 |      1 |  6300 |            3 |
|  1419 |      2 |     0 |            3 |
|  1419 |      3 |  4140 |            3 |
|  1419 |      4 |  2958 |            3 |
|  1419 |      5 |     0 |            3 |
|  1419 |      6 |     0 |            3 |
|  1419 |      7 |     0 |            3 |
|  1419 |      8 |     0 |            3 |
|  1419 |      9 |     0 |            3 |
|  1419 |     10 |     0 |            3 |
|  1420 |      1 | 14718 |            3 |
|  1420 |      2 |  4032 |            3 |
|  1421 |      1 | 11238 |            3 |
|  1421 |      2 |  4686 |            3 |
|  1422 |      1 | 14925 |            3 |
|  1422 |      3 |  3519 |            3 |
|  1422 |      5 |  3285 |            3 |
|  1423 |      1 |  6000 |            3 |
|  1423 |      2 |  8217 |            3 |
|  1423 |      3 |  3630 |            3 |
|  1423 |      4 |     0 |            3 |
|  1423 |      6 |  3639 |            3 |
|  1424 |      1 | 11061 |            3 |
|  1424 |      2 |     0 |            3 |
|  1426 |      1 | 17064 |            3 |
|  1426 |      2 |     0 |            3 |
|  1426 |      3 |     0 |            3 |
|  1426 |      4 |     0 |            3 |
|  1426 |      5 |     0 |            3 |
|  1426 |      6 |     0 |            3 |
|  1426 |      7 |     0 |            3 |
|  1426 |      8 |     0 |            3 |
|  1427 |      1 |  8850 |            3 |
|  1427 |      2 |     0 |            3 |
|  1427 |      3 |  3153 |            3 |
|  1428 |      1 |  4974 |            3 |
|  1428 |      2 |  3510 |            3 |
|  1429 |      1 |  4692 |            3 |
|  1429 |      2 |  3561 |            3 |
|  1431 |      1 |  4089 |            3 |
|  1432 |      1 | 10581 |            3 |
|  1432 |      2 |  5043 |            3 |
|  1436 |      1 |  4800 |            3 |
|  1436 |      2 |  4560 |            3 |
|  1437 |      1 |  9168 |            3 |
|  1438 |      1 |  4710 |            3 |
|  1439 |      1 |  7650 |            3 |
|  1439 |      2 |  2892 |            3 |
|  1440 |      1 |  7350 |            3 |
|  1440 |      3 |  3120 |            3 |
|  1440 |      4 |  3963 |            3 |
|  1441 |      1 | 13377 |            3 |
|  1441 |      2 |  4767 |            3 |
|  1443 |      1 |  9750 |            3 |
|  1443 |      4 |  5862 |            3 |
|  1443 |      5 |  3879 |            3 |
|  1443 |      6 |     0 |            3 |
|  1443 |      8 |  4896 |            3 |
|  1443 |      9 |  3135 |            3 |
|  1444 |      1 | 16884 |            3 |
|  1444 |      2 |  4197 |            3 |
|  1445 |      1 |  5739 |            3 |
|  1445 |      2 |  6000 |            3 |
|  1446 |      1 | 11280 |            3 |
|  1446 |      2 |  3900 |            3 |
|  1457 |      1 | 10200 |            3 |
|  1457 |      2 |  5448 |            3 |
|  1458 |      1 | 12696 |            3 |
|  1458 |      2 |  3891 |            3 |
|  1459 |      1 | 12000 |            3 |
|  1459 |      2 |     0 |            3 |
|  1460 |      1 | 11058 |            3 |
|  1461 |      1 | 11697 |            3 |
|  1461 |      2 |  4383 |            3 |
|  1462 |      1 | 11856 |            3 |
|  1462 |      2 |  4560 |            3 |
|  1464 |      1 |  7500 |            3 |
|  1464 |      3 |  3057 |            3 |
|  1464 |      4 |  2127 |            3 |
|  1466 |      1 | 12738 |            3 |
|  1466 |      2 |  3945 |            3 |
|  1468 |      1 | 12213 |            3 |
|  1468 |      2 |  5670 |            3 |
|  1469 |      1 |  8661 |            3 |
|  1469 |      2 |  5457 |            3 |
|  1470 |      1 | 11805 |            3 |
|  1470 |      2 |  4887 |            3 |
|  1470 |      3 |     0 |            3 |
|  1470 |      6 |     0 |            3 |
|  1470 |      7 |  4707 |            3 |
|  1471 |      1 | 15840 |            3 |
|  1471 |      2 |     0 |            3 |
|  1472 |      1 |  4800 |            3 |
|  1472 |      2 |     0 |            3 |
|  1473 |      1 | 13950 |            3 |
|  1473 |      2 |  5517 |            3 |
|  1473 |      3 |  3315 |            3 |
|  1473 |      4 |  4422 |            3 |
|  1473 |      7 |  4635 |            3 |
|  1473 |     10 |  3777 |            3 |
|  1474 |      1 | 11355 |            3 |
|  1475 |      1 |  4200 |            3 |
|  1475 |      2 |  2235 |            3 |
|  1478 |      1 | 10242 |            3 |
|  1478 |      2 |  4900 |            3 |
|  1479 |      1 |  8100 |            3 |
|  1479 |      2 |  6000 |            3 |
|  1479 |      3 |     0 |            3 |
|  1480 |      1 |  6150 |            3 |
|  1481 |      1 |  9900 |            3 |
|  1481 |      3 |  4848 |            3 |
|  1482 |      1 |  2400 |            3 |
|  1482 |      2 |     0 |            3 |
|  1482 |      3 |  3669 |            3 |
|  1482 |      6 |  3231 |            3 |
|  1483 |      1 |  5994 |            3 |
|  1483 |      2 |  3807 |            3 |
|  1484 |      1 |  7737 |            3 |
|  1484 |      2 |  3339 |            3 |
|  1485 |      1 |  8586 |            3 |
|  1485 |      2 |  5712 |            3 |
|  1486 |      1 |  3900 |            3 |
|  1486 |      3 |  2982 |            3 |
|  1487 |      1 |  7578 |            3 |
|  1487 |      2 |  1440 |            3 |
|  1488 |      1 |  4350 |            3 |
|  1489 |      1 |  3600 |            3 |
|  1489 |      2 |  6996 |            3 |
|  1490 |      1 |  6000 |            3 |
|  1490 |      3 |  5232 |            3 |
|  1490 |      4 |  4158 |            3 |
|  1490 |     10 |  4236 |            3 |
|  1491 |      1 | 12321 |            3 |
|  1491 |      2 |     0 |            3 |
|  1493 |      1 | 14205 |            3 |
|  1493 |      2 |  6546 |            3 |
|  1493 |      3 |  5607 |            3 |
|  1494 |      1 |  6300 |            3 |
|  1494 |      2 |  8070 |            3 |
|  1495 |      1 |  5400 |            3 |
|  1495 |      2 |     0 |            3 |
|  1495 |      3 |  5481 |            3 |
|  1495 |      4 |  7995 |            3 |
|  1495 |      5 |  3606 |            3 |
|  1495 |      6 |     0 |            3 |
|  1495 |      7 |  3969 |            3 |
|  1496 |      1 |  6600 |            3 |
|  1496 |      2 |     0 |            3 |
|  1496 |      3 |  8457 |            3 |
|  1496 |      4 |  4515 |            3 |
|  1496 |      5 |  3552 |            3 |
|  1497 |      1 |  6000 |            3 |
|  1497 |      3 |  3480 |            3 |
|  1497 |      4 |  3957 |            3 |
|  1497 |      5 |  3552 |            3 |
|  1497 |      6 |  3090 |            3 |
|  1498 |      1 | 13089 |            3 |
|  1499 |      1 |  6600 |            3 |
|  1499 |      2 |     0 |            3 |
|  1499 |      3 |  4092 |            3 |
|  1501 |      1 | 15081 |            3 |
|  1501 |      2 |  6618 |            3 |
|  1501 |      3 |     0 |            3 |
|  1502 |      1 |  5100 |            3 |
|  1502 |      2 |     0 |            3 |
|  1502 |      3 |  3390 |            3 |
|  1503 |      1 | 11508 |            3 |
|  1503 |      2 |  4410 |            3 |
|  1504 |      1 | 13500 |            3 |
|  1504 |      2 |     0 |            3 |
|  1504 |      3 |     0 |            3 |
|  1506 |      1 | 10722 |            3 |
|  1506 |      2 |  5910 |            3 |
|  1507 |      1 | 11550 |            3 |
|  1507 |      2 |  6348 |            3 |
|  1508 |      1 |  5442 |            3 |
|  1508 |      2 |  5868 |            3 |
|  1509 |      1 |     0 |            3 |
|  1509 |      2 |     0 |            3 |
|  1511 |      1 | 11625 |            3 |
|  1511 |      2 |     0 |            3 |
|  1513 |      1 |  1389 |            3 |
|  1514 |      1 |  1806 |            3 |
|  1516 |      1 |  2004 |            3 |
|  1516 |      3 |  1548 |            3 |
|  1519 |      1 |     0 |            3 |
|  1519 |      3 |  1500 |            3 |
|  1519 |      4 |  1500 |            3 |
|  1519 |      5 |  1800 |            3 |
|  1519 |      6 |  1500 |            3 |
|  1519 |      7 |   900 |            3 |
|  1519 |      8 |   900 |            3 |
|  1519 |      9 |     0 |            3 |
|  1523 |      1 |  1452 |            3 |
|  1523 |      2 |  1032 |            3 |
|  1527 |      1 |  8712 |            3 |
|  1527 |      2 |     0 |            3 |
|  1530 |      1 |  7200 |            3 |
|  1530 |      2 |     0 |            3 |
|  1530 |      3 |     0 |            3 |
|  1530 |      5 |     0 |            3 |
|  1536 |      1 |  4833 |            3 |
|  1536 |      2 |  3099 |            3 |
|  1536 |      3 |     0 |            3 |
|  1540 |      1 |     0 |            3 |
|  1541 |      1 |  4434 |            3 |
|  1545 |      1 |  4281 |            3 |
|  1545 |      2 |  1998 |            3 |
|  1548 |      1 |  6417 |            3 |
|  1548 |      2 |  7134 |            3 |
|  1550 |      1 |     0 |            3 |
|  1551 |      1 |     0 |            3 |
|  1553 |      1 |  4500 |            3 |
|  1553 |      2 |     0 |            3 |
|  1553 |      3 |     0 |            3 |
|  1553 |      4 |     0 |            3 |
|  1554 |      1 |  2850 |            3 |
|  1554 |      2 |     0 |            3 |
|  1555 |      1 |     0 |            3 |
|  1555 |      2 |     0 |            3 |
|  1556 |      1 |  3000 |            3 |
|  1556 |      3 |  2850 |            3 |
|  1556 |      6 |  3387 |            3 |
|  1556 |      7 |  2136 |            3 |
|  1557 |      1 |  4599 |            3 |
|  1557 |      2 |  2457 |            3 |
|  1560 |      1 |  2421 |            3 |
|  1562 |      1 |  2034 |            3 |
|  1562 |      2 |     0 |            3 |
|  1563 |      1 |  1970 |            3 |
|  1565 |      1 |  3450 |            3 |
|  1565 |      2 |  1728 |            3 |
|  1566 |      1 |  3783 |            3 |
|  1566 |      2 |  1950 |            3 |
|  1567 |      1 |  5400 |            3 |
|  1568 |      1 |   801 |            3 |
|  1568 |      2 |   807 |            3 |
|  1569 |      1 |  1800 |            3 |
|  1569 |      2 |   900 |            3 |
|  1571 |      1 |   450 |            3 |
|  1571 |      2 |  1674 |            3 |
|  1572 |      1 |  2583 |            3 |
|  1572 |      2 |     0 |            3 |
|  1572 |      3 |  2907 |            3 |
|  1574 |      1 |   750 |            3 |
|  1574 |      2 |   450 |            3 |
|  1575 |      1 |  2250 |            3 |
|  1575 |      2 |  1881 |            3 |
|  1576 |      1 |  1872 |            3 |
|  1576 |      2 |  1548 |            3 |
|  1577 |      1 |  3300 |            3 |
|  1578 |      1 |  2100 |            3 |
|  1578 |      2 |  1131 |            3 |
|  1579 |      1 |  2259 |            3 |
|  1581 |      1 |  1032 |            3 |
|  1582 |      1 |   900 |            3 |
|  1582 |      2 |  1290 |            3 |
|  1584 |      1 |   900 |            3 |
|  1584 |      2 |   780 |            3 |
|  1587 |      1 |  1500 |            3 |
|  1588 |      1 |  3069 |            3 |
|  1589 |      1 |  2067 |            3 |
|  1590 |      1 |  2100 |            3 |
|  1591 |      1 |  2100 |            3 |
|  1591 |      2 |     0 |            3 |
|  1592 |      1 |  4197 |            3 |
|  1594 |      1 |  2094 |            3 |
|  1594 |      2 |  1293 |            3 |
|  1595 |      1 |  1929 |            3 |
|  1595 |      2 |   645 |            3 |
|  1596 |      1 |  2583 |            3 |
|  1597 |      1 |  1887 |            3 |
|  1598 |      1 |  1548 |            3 |
|  1599 |      1 |  1929 |            3 |
|  1599 |      2 |     0 |            3 |
|  1600 |      1 |  1290 |            3 |
|  1601 |      1 |  4614 |            3 |
|  1602 |      1 |  2085 |            3 |
|  1603 |      1 |  1578 |            3 |
|  1604 |      1 |  1050 |            3 |
|  1604 |      2 |  1614 |            3 |
|  1605 |      1 |  2169 |            3 |
|  1606 |      1 |   930 |            3 |
|  1609 |      1 |  1452 |            3 |
|  1609 |      2 |   966 |            3 |
|  1610 |      1 |   750 |            3 |
|  1611 |      1 |  2193 |            3 |
|  1611 |      2 |  1500 |            3 |
|  1611 |      3 |     0 |            3 |
|  1612 |      1 |  2097 |            3 |
|  1612 |      4 |   807 |            3 |
|  1613 |      1 |   963 |            3 |
|  1613 |      2 |   417 |            3 |
|  1617 |      1 |  8004 |            3 |
|  1617 |      2 |  8064 |            3 |
|  1619 |      1 |   900 |            3 |
|  1619 |      2 |  1050 |            3 |
|  1620 |      1 |   870 |            3 |
|  1623 |      1 |  2583 |            3 |
|  1625 |      1 |   450 |            3 |
|  1625 |      2 |  1119 |            3 |
|  1625 |      3 |   969 |            3 |
|  1626 |      1 |  3300 |            3 |
|  1627 |      1 |  1050 |            3 |
|  1627 |      2 |   969 |            3 |
|  1629 |      1 |  4371 |            3 |
|  1630 |      1 |  4521 |            3 |
|  1630 |      2 |  1122 |            3 |
|  1631 |      1 |  1950 |            3 |
|  1635 |      1 |  4359 |            3 |
|  1636 |      1 |  4845 |            3 |
|  1636 |      2 |     0 |            3 |
|  1636 |      3 |  1452 |            3 |
|  1638 |      1 |  4821 |            3 |
|  1639 |      1 |  7080 |            3 |
|  1640 |      1 |  6405 |            3 |
|  1641 |      1 |  4836 |            3 |
|  1642 |      1 |  3873 |            3 |
|  1643 |      1 |  1929 |            3 |
|  1643 |      2 |  2898 |            3 |
|  1644 |      1 |  6000 |            3 |
|  1645 |      1 |  1575 |            3 |
|  1646 |      1 |  1950 |            3 |
|  1646 |      2 |   750 |            3 |
|  1648 |      1 |  1419 |            3 |
|  1649 |      1 |  2300 |            3 |
|  1650 |      1 |  1950 |            3 |
|  1650 |      2 |  1950 |            3 |
|  1651 |      1 |  2742 |            3 |
|  1654 |      1 |  4842 |            3 |
|  1655 |      1 |  1350 |            3 |
|  1655 |      2 |  2097 |            3 |
|  1656 |      1 |  1773 |            3 |
|  1656 |      2 |  2178 |            3 |
|  1657 |      1 |  2097 |            3 |
|  1658 |      1 |  1422 |            3 |
|  1658 |      2 |  2202 |            3 |
|  1658 |      3 |  3711 |            3 |
|  1659 |      1 |  1194 |            3 |
|  1660 |      1 |  1452 |            3 |
|  1660 |      2 |  2001 |            3 |
|  1661 |      1 |   693 |            3 |
|  1661 |      2 |   627 |            3 |
|  1661 |      3 |   594 |            3 |
|  1661 |      4 |   363 |            3 |
|  1663 |      1 |  2256 |            3 |
|  1663 |      2 |  1290 |            3 |
|  1664 |      1 |  2340 |            3 |
|  1664 |      2 |  1290 |            3 |
|  1665 |      1 |  1611 |            3 |
|  1665 |      3 |  1695 |            3 |
|  1665 |      4 |     0 |            3 |
|  1666 |      1 |  5004 |            3 |
|  1667 |      1 |  1611 |            3 |
|  1668 |      1 |   642 |            3 |
|  1668 |      2 |   804 |            3 |
|  1668 |      3 |   384 |            3 |
|  1669 |      1 |  4842 |            3 |
|  1670 |      1 |  1608 |            3 |
|  1670 |      2 |   969 |            3 |
|  1670 |      3 |   969 |            3 |
|  1671 |      1 |   360 |            3 |
|  1671 |      2 |   180 |            3 |
|  1671 |      3 |   741 |            3 |
|  1671 |      4 |  1290 |            3 |
|  1671 |      5 |     0 |            3 |
|  1672 |      1 |  1803 |            3 |
|  1672 |      2 |  1125 |            3 |
|  1673 |      1 |  1110 |            3 |
|  1674 |      1 |   510 |            3 |
|  1674 |      2 |  1935 |            3 |
|  1674 |      3 |  3861 |            3 |
|  1675 |      1 |   900 |            3 |
|  1675 |      2 |     0 |            3 |
|  1675 |      3 |  1290 |            3 |
|  1675 |      4 |   360 |            3 |
|  1676 |      1 |  1050 |            3 |
|  1676 |      2 |     0 |            3 |
|  1677 |      1 |  4131 |            3 |
|  1677 |      2 |     0 |            3 |
|  1678 |      1 |  1050 |            3 |
|  1679 |      1 |  5472 |            3 |
|  1680 |      1 |  4836 |            3 |
|  1680 |      2 |   609 |            3 |
|  1681 |      1 |  9027 |            3 |
|  1682 |      1 |   645 |            3 |
|  1682 |      2 |   645 |            3 |
|  1682 |      3 |   822 |            3 |
|  1682 |      4 |   540 |            3 |
|  1682 |      5 |   750 |            3 |
|  1683 |      1 |   969 |            3 |
|  1683 |      2 |  1371 |            3 |
|  1684 |      1 |   720 |            3 |
|  1684 |      2 |   450 |            3 |
|  1685 |      1 |   966 |            3 |
|  1685 |      2 |   969 |            3 |
|  1685 |      6 |   546 |            3 |
|  1686 |      1 |  1605 |            3 |
|  1687 |      1 |   360 |            3 |
|  1687 |      2 |   390 |            3 |
|  1687 |      3 |   450 |            3 |
|  1687 |      4 |   390 |            3 |
|  1687 |      5 |   390 |            3 |
|  1688 |      1 |     0 |            3 |
|  1688 |      2 |   579 |            3 |
|  1688 |      3 |   450 |            3 |
|  1689 |      1 |  3228 |            3 |
|  1690 |      1 |  1449 |            3 |
|  1691 |      1 |   642 |            3 |
|  1691 |      2 |  2097 |            3 |
|  1692 |      1 |  1350 |            3 |
|  1693 |      1 |  1371 |            3 |
|  1693 |      2 |   645 |            3 |
|  1694 |      1 |   366 |            3 |
|  1694 |      2 |   468 |            3 |
|  1694 |      3 |   387 |            3 |
|  1694 |      4 |   468 |            3 |
|  1695 |      1 |   435 |            3 |
|  1695 |      2 |   513 |            3 |
|  1695 |      3 |   741 |            3 |
|  1695 |      4 |   435 |            3 |
|  1695 |      5 |   435 |            3 |
|  1696 |      1 |   540 |            3 |
|  1696 |      2 |   570 |            3 |
|  1696 |      3 |   645 |            3 |
|  1696 |      4 |   387 |            3 |
