mysql> SELECT FS_ID,SUM(CY) AS CY,COUNT(MEM_ID) AS EARNERS FROM INCOME_MEM_EARNERS WHERE CY<>0 GROUP BY FS_ID ;
+-------+-------+---------+
| FS_ID | CY    | EARNERS |
|  1343 | 11904 |       2 |
|  1344 |  8298 |       2 |
|  1347 | 19512 |       6 |
|  1348 | 20178 |       2 |
|  1349 | 10803 |       3 |
|  1351 | 17766 |       3 |
|  1352 |  9852 |       1 |
|  1353 | 11112 |       1 |
|  1354 | 13452 |       2 |
|  1355 | 13356 |       1 |
|  1356 |  7200 |       2 |
|  1357 | 15453 |       2 |
|  1358 | 22587 |       2 |
|  1359 | 10400 |       1 |
|  1360 |  7653 |       2 |
|  1361 |  8871 |       2 |
|  1362 |  2196 |       1 |
|  1363 | 13248 |       2 |
|  1364 |  3600 |       1 |
|  1365 | 14889 |       2 |
|  1366 | 13458 |       2 |
|  1368 | 13236 |       2 |
|  1371 | 16854 |       4 |
|  1372 | 17112 |       3 |
|  1373 | 32355 |       5 |
|  1374 |  7800 |       1 |
|  1375 | 14790 |       2 |
|  1376 | 14310 |       2 |
|  1379 | 12489 |       1 |
|  1380 | 19815 |       2 |
|  1381 |  6000 |       1 |
|  1382 | 24000 |       1 |
|  1383 | 22401 |       4 |
|  1384 | 30138 |       6 |
|  1385 | 27084 |       6 |
|  1386 |  6000 |       1 |
|  1387 | 16119 |       3 |
|  1389 | 13641 |       2 |
|  1391 | 11550 |       2 |
|  1392 |  9300 |       1 |
|  1393 | 12183 |       3 |
|  1394 |  8049 |       1 |
|  1396 | 26877 |       4 |
|  1398 | 20250 |       3 |
|  1399 | 10617 |       2 |
|  1400 | 18888 |       2 |
|  1402 |  9591 |       1 |
|  1405 | 12297 |       1 |
|  1406 | 13899 |       1 |
|  1407 | 13824 |       1 |
|  1408 |  7731 |       2 |
|  1409 | 14571 |       2 |
|  1410 |  9918 |       2 |
|  1411 | 14088 |       2 |
|  1412 |  6000 |       1 |
|  1414 | 15861 |       2 |
|  1416 | 13608 |       2 |
|  1417 |  7500 |       1 |
|  1419 | 13398 |       3 |
|  1420 | 18750 |       2 |
|  1421 | 15924 |       2 |
|  1422 | 21729 |       3 |
|  1423 | 21486 |       4 |
|  1424 | 11061 |       1 |
|  1426 | 17064 |       1 |
|  1427 | 12003 |       2 |
|  1428 |  8484 |       2 |
|  1429 |  8253 |       2 |
|  1431 |  4089 |       1 |
|  1432 | 15624 |       2 |
|  1436 |  9360 |       2 |
|  1437 |  9168 |       1 |
|  1438 |  4710 |       1 |
|  1439 | 10542 |       2 |
|  1440 | 14433 |       3 |
|  1441 | 18144 |       2 |
|  1443 | 27522 |       5 |
|  1444 | 21081 |       2 |
|  1445 | 11739 |       2 |
|  1446 | 15180 |       2 |
|  1457 | 15648 |       2 |
|  1458 | 16587 |       2 |
|  1459 | 12000 |       1 |
|  1460 | 11058 |       1 |
|  1461 | 16080 |       2 |
|  1462 | 16416 |       2 |
|  1464 | 12684 |       3 |
|  1466 | 16683 |       2 |
|  1468 | 17883 |       2 |
|  1469 | 14118 |       2 |
|  1470 | 21399 |       3 |
|  1471 | 15840 |       1 |
|  1472 |  4800 |       1 |
|  1473 | 35616 |       6 |
|  1474 | 11355 |       1 |
|  1475 |  6435 |       2 |
|  1478 | 15142 |       2 |
|  1479 | 14100 |       2 |
|  1480 |  6150 |       1 |
|  1481 | 14748 |       2 |
|  1482 |  9300 |       3 |
|  1483 |  9801 |       2 |
|  1484 | 11076 |       2 |
|  1485 | 14298 |       2 |
|  1486 |  6882 |       2 |
|  1487 |  9018 |       2 |
|  1488 |  4350 |       1 |
|  1489 | 10596 |       2 |
|  1490 | 19626 |       4 |
|  1491 | 12321 |       1 |
|  1493 | 26358 |       3 |
|  1494 | 14370 |       2 |
|  1495 | 26451 |       5 |
|  1496 | 23124 |       4 |
|  1497 | 20079 |       5 |
|  1498 | 13089 |       1 |
|  1499 | 10692 |       2 |
|  1501 | 21699 |       2 |
|  1502 |  8490 |       2 |
|  1503 | 15918 |       2 |
|  1504 | 13500 |       1 |
|  1506 | 16632 |       2 |
|  1507 | 17898 |       2 |
|  1508 | 11310 |       2 |
|  1511 | 11625 |       1 |
|  1513 |  1389 |       1 |
|  1514 |  1806 |       1 |
|  1516 |  3552 |       2 |
|  1519 |  8100 |       6 |
|  1523 |  2484 |       2 |
|  1527 |  8712 |       1 |
|  1530 |  7200 |       1 |
|  1536 |  7932 |       2 |
|  1541 |  4434 |       1 |
|  1545 |  6279 |       2 |
|  1548 | 13551 |       2 |
|  1553 |  4500 |       1 |
|  1554 |  2850 |       1 |
|  1556 | 11373 |       4 |
|  1557 |  7056 |       2 |
|  1560 |  2421 |       1 |
|  1562 |  2034 |       1 |
|  1563 |  1970 |       1 |
|  1565 |  5178 |       2 |
|  1566 |  5733 |       2 |
|  1567 |  5400 |       1 |
|  1568 |  1608 |       2 |
|  1569 |  2700 |       2 |
|  1571 |  2124 |       2 |
|  1572 |  5490 |       2 |
|  1574 |  1200 |       2 |
|  1575 |  4131 |       2 |
|  1576 |  3420 |       2 |
|  1577 |  3300 |       1 |
|  1578 |  3231 |       2 |
|  1579 |  2259 |       1 |
|  1581 |  1032 |       1 |
|  1582 |  2190 |       2 |
|  1584 |  1680 |       2 |
|  1587 |  1500 |       1 |
|  1588 |  3069 |       1 |
|  1589 |  2067 |       1 |
|  1590 |  2100 |       1 |
|  1591 |  2100 |       1 |
|  1592 |  4197 |       1 |
|  1594 |  3387 |       2 |
|  1595 |  2574 |       2 |
|  1596 |  2583 |       1 |
|  1597 |  1887 |       1 |
|  1598 |  1548 |       1 |
|  1599 |  1929 |       1 |
|  1600 |  1290 |       1 |
|  1601 |  4614 |       1 |
|  1602 |  2085 |       1 |
|  1603 |  1578 |       1 |
|  1604 |  2664 |       2 |
|  1605 |  2169 |       1 |
|  1606 |   930 |       1 |
|  1609 |  2418 |       2 |
|  1610 |   750 |       1 |
|  1611 |  3693 |       2 |
|  1612 |  2904 |       2 |
|  1613 |  1380 |       2 |
|  1617 | 16068 |       2 |
|  1619 |  1950 |       2 |
|  1620 |   870 |       1 |
|  1623 |  2583 |       1 |
|  1625 |  2538 |       3 |
|  1626 |  3300 |       1 |
|  1627 |  2019 |       2 |
|  1629 |  4371 |       1 |
|  1630 |  5643 |       2 |
|  1631 |  1950 |       1 |
|  1635 |  4359 |       1 |
|  1636 |  6297 |       2 |
|  1638 |  4821 |       1 |
|  1639 |  7080 |       1 |
|  1640 |  6405 |       1 |
|  1641 |  4836 |       1 |
|  1642 |  3873 |       1 |
|  1643 |  4827 |       2 |
|  1644 |  6000 |       1 |
|  1645 |  1575 |       1 |
|  1646 |  2700 |       2 |
|  1648 |  1419 |       1 |
|  1649 |  2300 |       1 |
|  1650 |  3900 |       2 |
|  1651 |  2742 |       1 |
|  1654 |  4842 |       1 |
|  1655 |  3447 |       2 |
|  1656 |  3951 |       2 |
|  1657 |  2097 |       1 |
|  1658 |  7335 |       3 |
|  1659 |  1194 |       1 |
|  1660 |  3453 |       2 |
|  1661 |  2277 |       4 |
|  1663 |  3546 |       2 |
|  1664 |  3630 |       2 |
|  1665 |  3306 |       2 |
|  1666 |  5004 |       1 |
|  1667 |  1611 |       1 |
|  1668 |  1830 |       3 |
|  1669 |  4842 |       1 |
|  1670 |  3546 |       3 |
|  1671 |  2571 |       4 |
|  1672 |  2928 |       2 |
|  1673 |  1110 |       1 |
|  1674 |  6306 |       3 |
|  1675 |  2550 |       3 |
|  1676 |  1050 |       1 |
|  1677 |  4131 |       1 |
|  1678 |  1050 |       1 |
|  1679 |  5472 |       1 |
|  1680 |  5445 |       2 |
|  1681 |  9027 |       1 |
|  1682 |  3402 |       5 |
|  1683 |  2340 |       2 |
|  1684 |  1170 |       2 |
|  1685 |  2481 |       3 |
|  1686 |  1605 |       1 |
|  1687 |  1980 |       5 |
|  1688 |  1029 |       2 |
|  1689 |  3228 |       1 |
|  1690 |  1449 |       1 |
|  1691 |  2739 |       2 |
|  1692 |  1350 |       1 |
|  1693 |  2016 |       2 |
|  1694 |  1689 |       4 |
|  1695 |  2559 |       5 |
|  1696 |  2142 |       4 |
|  1697 |   804 |       1 |
|  1698 |  2544 |       6 |
|  1699 |  1314 |       2 |
|  1700 |  2580 |       1 |
|  1701 |  1932 |       2 |
|  1702 |  4932 |       5 |
|  1703 |  3213 |       1 |
|  1704 |  3771 |       2 |
|  1705 |  1290 |       2 |
|  1706 |  5562 |       2 |
|  1707 |  3609 |       8 |
|  1708 |  2325 |       4 |
|  1709 |   807 |       1 |
|  1710 |  1725 |       4 |
|  1711 |  4359 |       1 |
|  1717 |  8049 |       1 |
|  1718 |  8073 |       1 |
|  1719 |  2259 |       1 |
|  1720 |  9594 |       1 |
|  1722 |  3228 |       2 |
|  1723 |  1650 |       2 |
|  1724 |  2550 |       2 |
|  1725 |  3360 |       1 |
|  1727 |  2100 |       2 |
|  1728 |  1500 |       1 |
|  1729 |  1905 |       1 |
|  1730 |  2112 |       2 |
|  1731 |  2340 |       2 |
|  1732 |  1452 |       1 |
|  1733 |  2250 |       1 |
|  1735 |  1350 |       2 |
|  1736 |  2880 |       1 |
|  1737 |   837 |       2 |
|  1738 |  4947 |       4 |
|  1740 |  1932 |       1 |
|  1741 |  4518 |       1 |
|  1742 |  7500 |       1 |
|  1743 |  2700 |       1 |
|  1744 |  1776 |       1 |
|  1745 |  2718 |       2 |
|  1746 |  1265 |       1 |
|  1747 |  1065 |       2 |
|  1748 |  2634 |       2 |
|  1749 |  2955 |       2 |
|  1750 |  3750 |       4 |
|  1751 |  4680 |       1 |
|  1752 |   807 |       1 |
|  1753 |  1050 |       1 |
|  1754 |  1350 |       1 |
|  1755 |   960 |       1 |
|  1756 |  1932 |       2 |
|  1757 |  1935 |       1 |
|  1758 |  6522 |       5 |
|  1759 |   510 |       2 |
|  1760 |  3228 |       1 |
|  1761 |  2862 |       1 |
|  1762 |  4518 |       1 |
|  1763 |  2451 |       2 |
|  1765 |  4050 |       5 |
|  1766 |  4812 |       1 |
|  1767 |  2550 |       1 |
|  1768 |   750 |       1 |
|  1769 |  1329 |       2 |
|  1770 |  2247 |       4 |
|  1771 |  1050 |       1 |
|  1772 |  1290 |       1 |
|  1773 |  2130 |       5 |
|  1774 |  1050 |       2 |
|  1775 |  2550 |       1 |
|  1776 |  4674 |       1 |
|  1778 |  1287 |       2 |
|  1779 |   750 |       1 |
|  1780 |  2619 |       4 |
|  1781 |  2253 |       2 |
|  1782 |  3150 |       2 |
|  1783 |  1452 |       2 |
|  1784 |  1254 |       2 |
|  1801 |  3924 |       1 |
|  1802 |  9096 |       2 |
|  1807 |  9987 |       2 |
|  1812 |  4638 |       2 |
|  1816 | 13224 |       2 |
|  1817 | 10917 |       1 |
|  1818 |  5616 |       1 |
|  1819 |  9135 |       2 |
|  1820 | 18765 |       3 |
|  1821 | 15633 |       4 |
|  1822 |  9612 |       2 |
|  1823 | 16065 |       3 |
|  1824 | 13716 |       2 |
|  1825 |  5127 |       2 |
|  1826 |  9465 |       2 |
|  1827 | 13785 |       4 |
|  1828 | 13404 |       2 |
|  1829 |  4515 |       1 |
|  1833 | 12462 |       1 |
|  1834 |  6699 |       1 |
|  1835 |  9444 |       2 |
|  1836 | 13533 |       1 |
|  1837 |  2400 |       1 |
|  1839 |  1950 |       1 |
|  1840 | 13524 |       3 |
|  1841 |  7320 |       2 |
|  1842 | 11199 |       3 |
|  1843 | 10527 |       2 |
|  1844 |  6636 |       1 |
|  1845 |  7710 |       2 |
|  1846 | 14895 |       2 |
|  1847 | 14076 |       2 |
|  1848 |  2745 |       1 |
|  1849 |  4845 |       1 |
|  1850 |  2550 |       1 |
|  1851 |  2100 |       2 |
|  1852 |   930 |       2 |
|  1853 |  2952 |       2 |
|  1854 |  2097 |       1 |
|  1855 |  2100 |       1 |
|  1857 |  1875 |       1 |
|  1858 |  3252 |       2 |
|  1859 |  2907 |       2 |
|  1860 |  2598 |       2 |
|  1861 |  3456 |       2 |
|  1862 |  1548 |       1 |
|  1863 |  1644 |       3 |
|  1864 |  2040 |       3 |
|  1865 |   804 |       2 |
|  1866 |  2370 |       4 |
|  1868 |  1452 |       1 |
|  1871 |  1131 |       1 |
|  1872 |  1050 |       2 |
|  1873 |  7479 |       2 |
|  1874 |  9102 |       1 |
|  1875 |  1530 |       4 |
|  1876 |  1860 |       3 |
|  1879 |  2250 |       1 |
|  1880 |  2907 |       3 |
|  1881 |   800 |       3 |
|  1882 |   420 |       2 |
|  1883 |  2100 |       2 |
|  1884 | 12120 |       2 |
|  1886 |  2010 |       2 |
|  1888 |  2259 |       2 |
|  1889 |  3357 |       2 |
|  1890 |  1338 |       1 |
|  1891 |  4557 |       2 |
|  1893 |   750 |       1 |
|  1894 |  1950 |       1 |
|  1895 |  2415 |       1 |
|  1896 |  6762 |       2 |
|  1897 |  5241 |       2 |
|  1898 |  6687 |       2 |
|  1899 |  9120 |       1 |
|  1900 | 11832 |       2 |
|  1901 |  9342 |       2 |
|  1902 |  4080 |       6 |
|  1903 |   660 |       2 |
|  1904 |  1500 |       2 |
|  1905 |  2040 |       2 |
|  1906 |  2415 |       4 |
|  1907 |   708 |       1 |
|  1908 |  1392 |       2 |
|  1910 |  6999 |       2 |
|  1911 |  6924 |       1 |
|  1913 |  4500 |       1 |
|  1914 |  3000 |       1 |
|  1915 |  6819 |       2 |
|  1917 |  6963 |       1 |
|  1918 |  9498 |       3 |
|  1919 |  4500 |       1 |
|  1920 |  3600 |       1 |
|  1922 | 13224 |       4 |
|  1923 | 15837 |       5 |
|  1924 | 14598 |       5 |
|  1925 | 12156 |       3 |
|  1926 |  3600 |       1 |
|  1927 | 14301 |       3 |
|  1928 |  6111 |       2 |
|  1930 | 11313 |       2 |
|  1931 | 19581 |       5 |
|  1933 |  8520 |       2 |
|  1934 |  2100 |       1 |
|  1936 |  5424 |       1 |
|  1937 |  2100 |       1 |
|  1938 | 15123 |       5 |
|  1939 |  5817 |       2 |
|  1941 |  4767 |       2 |
|  1942 | 12495 |       2 |
|  1943 |  1200 |       1 |
|  1944 |  7995 |       2 |
|  1945 | 11565 |       3 |
|  1947 |  4500 |       1 |
|  1948 | 11490 |       2 |
|  1949 |  8709 |       3 |
|  1951 | 27678 |       3 |
|  1952 |  5388 |       1 |
|  1953 | 11883 |       2 |
|  1954 |  9336 |       3 |
|  1955 | 17169 |       2 |
|  1956 | 11322 |       2 |
|  1957 | 11820 |       3 |
|  1958 | 13608 |       2 |
|  1959 |  3000 |       1 |
|  1960 |  6558 |       1 |
|  1961 |  5667 |       1 |
|  1962 | 16266 |       2 |
|  1963 |  6093 |       2 |
|  1964 |  8007 |       2 |
|  1966 |  7146 |       2 |
|  1967 |  7500 |       2 |
|  1969 | 11892 |       2 |
|  1970 | 10695 |       1 |
|  1971 | 19833 |       3 |
|  1972 | 10344 |       3 |
|  1973 |  3600 |       1 |
|  1974 |  3600 |       1 |
|  1975 |  3000 |       1 |
|  1976 | 16629 |       2 |
|  1978 | 13776 |       2 |
|  1979 |  4500 |       1 |
|  1980 |  6777 |       2 |
|  1981 |  4284 |       2 |
|  1983 | 10809 |       2 |
|  1984 |  2100 |       1 |
|  1985 |  7809 |       1 |
|  1986 | 14682 |       2 |
|  1987 |  3900 |       1 |
|  1988 | 14529 |       1 |
|  1990 | 15900 |       1 |
|  1991 |  7809 |       2 |
|  1992 | 14736 |       2 |
|  1993 | 21363 |       2 |
|  1994 |  4500 |       1 |
|  1995 | 13419 |       2 |
|  1996 |  8043 |       2 |
|  1999 | 10017 |       3 |
|  2000 |  6819 |       2 |
|  2001 | 25020 |       3 |
|  2004 | 15144 |       4 |
|  2005 |  8958 |       2 |
|  2006 |  3936 |       2 |
|  2007 |  7935 |       2 |
|  2009 |  6258 |       1 |
|  2010 |  9645 |       2 |
|  2011 |  9606 |       2 |
|  2012 |  1350 |       1 |
|  2013 |  1500 |       1 |
|  2014 | 11748 |       3 |
|  2015 | 10107 |       2 |
|  2017 | 10833 |       2 |
|  2018 |  5724 |       1 |
|  2019 |  3849 |       2 |
|  2020 |  4653 |       2 |
|  2022 |  2400 |       1 |
|  2023 |  8025 |       2 |
|  2024 | 10119 |       2 |
|  2026 |  8823 |       1 |
|  2027 |  7359 |       2 |
|  2028 |  6288 |       3 |
|  2029 |  3276 |       2 |
|  2030 |  2961 |       1 |
|  2031 |  6564 |       2 |
|  2032 |  3123 |       1 |
|  2033 |  7635 |       2 |
|  2036 |  7134 |       2 |
|  2037 |  2499 |       1 |
|  2038 |  2784 |       1 |
|  2040 |  2853 |       1 |
|  2052 | 14112 |       2 |
|  2053 | 17328 |       3 |
|  2054 |  3300 |       1 |
|  2055 | 11952 |       2 |
|  2056 | 15309 |       2 |
|  2057 |  7044 |       2 |
|  2058 | 11982 |       1 |
|  2059 |  3300 |       1 |
|  2060 |  3000 |       1 |
|  2061 |  7758 |       2 |
|  2062 | 16896 |       3 |
|  2063 |  4500 |       1 |
|  2064 | 13002 |       2 |
|  2065 | 19764 |       2 |
|  2066 |  4500 |       1 |
|  2067 |  7767 |       2 |
|  2068 |  8637 |       2 |
|  2069 |  7176 |       2 |
|  2070 | 13419 |       2 |
|  2072 |  3000 |       1 |
|  2073 | 20259 |       4 |
|  2074 |  7524 |       2 |
|  2075 |  9234 |       3 |
|  2076 | 19434 |       5 |
|  2077 | 13779 |       2 |
|  2078 |  8502 |       2 |
|  2079 |  2700 |       1 |
|  2080 |  2400 |       1 |
|  2081 |  2400 |       1 |
|  2082 | 12627 |       2 |
|  2083 |  6936 |       1 |
|  2084 |  6744 |       2 |
|  2085 |  5901 |       1 |
|  2086 | 10329 |       2 |
|  2087 |  7158 |       1 |
|  2088 |  9951 |       2 |
|  2089 | 11166 |       2 |
|  2090 | 11019 |       2 |
|  2091 |  6207 |       2 |
|  2092 | 10311 |       1 |
|  2093 |  3000 |       1 |
|  2094 |  9057 |       3 |
|  2095 |  8103 |       3 |
|  2096 |  3000 |       1 |
|  2097 | 16794 |       3 |
|  2098 |  8457 |       3 |
|  2099 | 11109 |       4 |
|  2100 | 16218 |       2 |
|  2101 |  7278 |       2 |
|  2102 | 18219 |       3 |
|  2104 | 10740 |       1 |
|  2105 |  9249 |       2 |
|  2106 | 10149 |       1 |
|  2107 |  4500 |       1 |
|  2108 | 10203 |       1 |
|  2109 |  9849 |       1 |
|  2110 | 13053 |       4 |
|  2112 | 33555 |       3 |
|  2113 |  4800 |       1 |
|  2114 |  9600 |       2 |
|  2115 |  8577 |       2 |
|  2118 |  6342 |       1 |
|  2119 |  5250 |       1 |
|  2120 |  1050 |       1 |
|  2121 |  7353 |       1 |
|  2122 |  9906 |       3 |
|  2123 |  1500 |       1 |
|  2125 |  4350 |       1 |
|  2126 | 11253 |       2 |
|  2127 |  8916 |       1 |
|  2128 | 11970 |       2 |
|  2129 |  6336 |       2 |
|  2130 |  6336 |       2 |
|  2131 | 12636 |       2 |
|  2133 | 33372 |       7 |
|  2134 |  5373 |       2 |
|  2135 |  5016 |       2 |
|  2136 | 12147 |       2 |
|  2137 |  5922 |       2 |
|  2138 |  8133 |       1 |
|  2139 | 10626 |       2 |
|  2140 |  7380 |       1 |
|  2141 | 13770 |       4 |
|  2142 |  6288 |       1 |
|  2143 |  7020 |       1 |
|  2144 |  8880 |       2 |
|  2145 |  2400 |       1 |
|  2146 |  5751 |       1 |
|  2147 |  4686 |       2 |
|  2148 |  3921 |       2 |
|  2150 |  1806 |       1 |
|  2151 |  3066 |       2 |
|  2153 |  9564 |       2 |
|  2154 |  5348 |       5 |
|  2155 |  9414 |       3 |
|  2158 | 13911 |       2 |
|  2163 |  1128 |       1 |
|  2164 |  2556 |       3 |
|  2167 |  1155 |       2 |
|  2168 |  8052 |       2 |
|  2169 |  2400 |       2 |
|  2170 |  2100 |       1 |
|  2172 |  7350 |       2 |
|  2173 | 13566 |       2 |
|  2177 |  6723 |       2 |
|  2178 |  6258 |       2 |
|  2179 |  5910 |       3 |
|  2180 | 11016 |       2 |
|  2181 |  2250 |       1 |
|  2182 |  3621 |       2 |
|  2183 |  3552 |       1 |
|  2184 |  4137 |       1 |
|  2185 |  6303 |       1 |
|  2186 |  6975 |       2 |
|  2187 |   855 |       2 |
|  2188 |  1110 |       2 |
|  2189 |  1128 |       1 |
|  2190 |  2805 |       2 |
|  2191 |  2706 |       2 |
|  2192 |  3129 |       2 |
|  2193 |  1836 |       1 |
|  2194 |  3117 |       2 |
|  2195 |  2265 |       4 |
|  2196 |  2838 |       3 |
|  2197 |  6804 |       4 |
|  2198 |  3180 |       3 |
|  2200 |  4701 |       4 |
|  2202 |  1776 |       1 |
|  2203 |  3057 |       1 |
|  2204 |  2937 |       2 |
|  2205 |  2961 |       2 |
|  2206 |  1350 |       1 |
|  2208 |  1752 |       1 |
|  2209 |  1839 |       1 |
|  2210 |  1974 |       1 |
|  2211 |  1452 |       1 |
|  2212 |  1020 |       1 |
|  2213 |  1590 |       2 |
|  2215 |  1110 |       2 |
|  2216 |   960 |       2 |
|  2217 |  1347 |       3 |
|  2218 |   750 |       2 |
|  2220 |  1677 |       1 |
|  2221 |   870 |       2 |
|  2223 |   930 |       2 |
|  2224 |  1920 |       4 |
|  2225 |   657 |       2 |
|  2227 |  1740 |       2 |
|  2228 |  1320 |       1 |
|  2229 |  1710 |       3 |
|  2230 |  1350 |       1 |
|  2233 |  1500 |       1 |
|  2234 |   880 |       2 |
|  2235 |  2571 |       1 |
|  2236 |  1200 |       2 |
|  2238 |  1716 |       3 |
|  2241 |  1320 |       2 |
|  2242 |  9840 |       3 |
|  2243 |  8619 |       2 |
|  2244 |  8565 |       3 |
|  2245 |  7713 |       2 |
|  2246 |  6390 |       2 |
|  2247 |  3690 |       1 |
|  2248 |  5262 |       1 |
|  2249 |  4998 |       2 |
|  2250 |  4842 |       1 |
|  2251 |  6936 |       2 |
|  2252 |  7464 |       3 |
|  2254 |  1500 |       1 |
|  2255 |  6984 |       4 |
|  2256 |  4713 |       1 |
|  2257 |  5487 |       1 |
|  2258 |  5196 |       1 |
|  2259 |  5802 |       2 |
|  2260 |  4899 |       2 |
|  2262 |  5649 |       2 |
|  2263 |  6021 |       3 |
|  2264 |  5967 |       3 |
|  2265 |  7263 |       2 |
|  2266 |  2103 |       3 |
|  2268 |  3462 |       3 |
|  2269 |  6861 |       4 |
|  2270 |  5760 |       4 |
|  2271 |  4170 |       5 |
|  2272 |  8985 |       4 |
|  2273 |  2910 |       4 |
|  2274 | 10713 |       3 |
|  2275 |  4680 |       1 |
|  2277 | 10629 |       3 |
|  2278 |  5004 |       1 |
|  2279 |  7326 |       2 |
|  2280 |  6693 |       2 |
|  2281 |  5808 |       2 |
|  2282 |  5328 |       1 |
|  2284 |  5649 |       1 |
|  2286 |  5103 |       2 |
|  2287 |  2700 |       2 |
|  2288 |   900 |       1 |
|  2290 |  1200 |       1 |
|  2291 |   900 |       1 |
|  2292 |  4617 |       1 |
|  2293 |  3798 |       2 |
|  2294 |  7392 |       4 |
|  2295 |  5229 |       1 |
|  2297 |  1590 |       2 |
|  2298 |  6699 |       5 |
|  2299 |  7101 |       2 |
|  2300 |   900 |       1 |
|  2301 |  5166 |       1 |
|  2302 |  1590 |       2 |
|  2303 |  5649 |       1 |
|  2305 |  4455 |       1 |
|  2306 |  3873 |       1 |
|  2307 |  3651 |       2 |
|  2308 |  6771 |       3 |
|  2309 |  3528 |       3 |
|  2311 |  7296 |       2 |
|  2312 |  2496 |       1 |
|  2313 |  1750 |       2 |
|  2314 |  3900 |       1 |
|  2317 |  7054 |       3 |
|  2320 |  8334 |       2 |
|  2321 | 15406 |       4 |
|  2322 |  4374 |       1 |
|  2323 |  9918 |       1 |
|  2324 | 13473 |       3 |
|  2325 | 10971 |       2 |
|  2326 | 16857 |       4 |
|  2328 |  9462 |       2 |
|  2330 | 11361 |       2 |
|  2332 |  6972 |       1 |
|  2333 | 12846 |       4 |
|  2335 | 16092 |       4 |
|  2336 | 15321 |       4 |
|  2337 |  6663 |       2 |
|  2338 | 10425 |       1 |
|  2339 |  8178 |       3 |
|  2340 |  9651 |       2 |
|  2341 |  6363 |       1 |
|  2342 |  7740 |       1 |
|  2343 | 15990 |       4 |
|  2344 |  6492 |       1 |
|  2346 | 11556 |       2 |
|  2347 | 12141 |       2 |
|  2348 |  6087 |       1 |
|  2349 | 16743 |       4 |
|  2350 | 14592 |       3 |
|  2351 | 18018 |       5 |
|  2352 |  4701 |       2 |
|  2354 |  5721 |       2 |
|  2355 | 12342 |       2 |
|  2358 |  2680 |       1 |
|  2359 |  9009 |       2 |
|  2360 |  5838 |       2 |
|  2361 | 10746 |       2 |
|  2363 |  5478 |       1 |
|  2364 | 11505 |       3 |
|  2365 |  8709 |       1 |
|  2366 |  9312 |       1 |
|  2367 |  6889 |       2 |
|  2368 |  9906 |       2 |
|  2369 |  7890 |       1 |
|  2370 | 16636 |       4 |
|  2371 |  9243 |       1 |
|  2372 | 14106 |       2 |
|  2374 |   750 |       1 |
|  2375 |  3723 |       2 |
|  2376 |   870 |       1 |
|  2377 |   900 |       1 |
|  2378 |  6447 |       2 |
|  2380 |  2310 |       2 |
|  2381 |  2820 |       2 |
|  2382 |  1620 |       2 |
|  2383 |  1190 |       2 |
|  2384 |  2180 |       4 |
|  2385 |  1425 |       2 |
|  2386 |  4341 |       3 |
|  2387 |  1872 |       1 |
|  2389 |   810 |       2 |
|  2390 |   720 |       2 |
|  2392 |  2517 |       1 |
|  2394 |  4542 |       4 |
|  2396 |   807 |       1 |
|  2398 |  1260 |       1 |
|  2399 |  1180 |       1 |
|  2400 |   780 |       2 |
|  2401 |  1267 |       3 |
|  2402 |   915 |       3 |
|  2403 |  1110 |       3 |
|  2404 |  2160 |       1 |
|  2405 |  8283 |       4 |
|  2406 |  2001 |       1 |
|  2407 |  2760 |       1 |
|  2410 |  5487 |       1 |
|  2411 |  7040 |       2 |
|  2415 |  1260 |       1 |
|  2419 |  5079 |       1 |
|  2420 |  1800 |       2 |
|  2421 |   600 |       1 |
|  2422 |  5328 |       1 |
|  2423 |  1620 |       3 |
|  2424 |  1950 |       2 |
|  2425 |  2676 |       2 |
|  2426 |  8619 |       2 |
|  2427 |  5487 |       1 |
|  2429 |  7017 |       2 |
|  2431 |  4836 |       3 |
|  2432 |   750 |       1 |
|  2434 |  3456 |       1 |
|  2438 | 24309 |       5 |
|  2440 | 22554 |       4 |
|  2441 | 11220 |       2 |
|  2442 | 16887 |       4 |
|  2444 |  8661 |       2 |
|  2445 | 10950 |       2 |
|  2447 | 15516 |       2 |
|  2448 | 12384 |       4 |
|  2450 | 19530 |       4 |
|  2451 | 14996 |       4 |
|  2452 |  6846 |       2 |
|  2453 |  8229 |       2 |
|  2455 |  2190 |       1 |
|  2456 | 10746 |       3 |
|  2457 | 10899 |       4 |
|  2459 | 20286 |       4 |
|  2460 |  9180 |       3 |
|  2462 |  2850 |       1 |
|  2463 | 13479 |       4 |
|  2464 |  7008 |       2 |
|  2466 | 15576 |       4 |
|  2467 |  5790 |       1 |
|  2468 | 10668 |       4 |
|  2469 |  7965 |       3 |
|  2470 |  8844 |       2 |
|  2471 |  6912 |       3 |
|  2472 | 11190 |       3 |
|  2473 | 10071 |       2 |
|  2474 | 12756 |       3 |
|  2475 | 11868 |       3 |
|  2476 | 11019 |       2 |
|  2477 | 11526 |       3 |
|  2478 | 12858 |       3 |
|  2479 |  8985 |       2 |
|  2480 |  9237 |       3 |
|  2481 |  6219 |       1 |
|  2482 | 19371 |       4 |
|  2483 |  8406 |       1 |
|  2484 | 18258 |       5 |
|  2485 |  1650 |       1 |
|  2486 | 11382 |       4 |
|  2487 |  6141 |       1 |
|  2488 |  7371 |       1 |
|  2489 |  5787 |       1 |
